[[-6.396416]],[[5.550496]],Oc1ncnc2c1Cc1ccc3cc1N2CC3,[[0.09448473]]
[[-6.396416]],[[5.550496]],Oc1ncnc2c1Cc1ccc3cc1N2CC3,[[0.10498304]]
[[-6.7058673]],[[5.687745]],NC1CN2c3cc1ccc3Cc1c(O)ncnc12,[[0.12046666]]
[[-6.7689714]],[[5.7734356]],NC1CN2c3cc1c(Cl)cc3Cc1c(O)ncnc12,[[0.13560814]]
[[-7.166994]],[[5.480011]],Oc1ncnc2c1Cc1cc(Cl)c3c4c1N2CC3N4,[[0.14867643]]
[[-7.972156]],[[5.1465216]],NC1C2Nc3c2c(Cl)cc2c3N1c1ncnc(O)c1C2,[[0.16566043]]
[[-7.145082]],[[5.538536]],NC1C2c3c(Cl)cc4c5c3N2Oc2ncnc(c2C4)N51,[[0.18458453]]
[[-7.284448]],[[5.411007]],NC1N2c3ncnc4c3Cc3cc(Cl)c5c(c32)N(O4)C51N,[[0.20355025]]
[[-7.3482847]],[[5.5152235]],NC1Nc2c3cc(Cl)c4c2N(Oc2ncncc2C3)C41N,[[0.22963423]]
[[-7.4629307]],[[5.5309086]],Nc1c(Cl)c2c3c4c1Cc1cncnc1ON3C2(N)C(N)N4,[[0.25708544]]
[[-7.36629]],[[5.597906]],Nc1c(Cl)c2c3c4c1C(O)c1cncnc1ON3C2(N)C(N)N4,[[0.28642684]]
[[-6.630726]],[[5.4228115]],Nc1c(Cl)c2c3c4c1C(O)c1c5ncnc1ON3C2(N5)C(N)N4,[[0.30024374]]
[[-6.5988674]],[[5.1924324]],NC1Nc2c3c(NCl)c(Cl)c4c2N2Oc5ncnc(c5C3O)NC412,[[0.3238573]]
[[-6.938222]],[[5.2432694]],ONC1Nc2c3c(NCl)c(Cl)c4c2N2Oc5ncnc(c5C3O)NC412,[[0.36877236]]
[[-8.206301]],[[4.9702682]],ONC1Nc2c3c(NCl)c(Cl)c4c2N2Oc5ncnc(c5C3OCl)NC412,[[0.42404625]]
[[-8.235776]],[[4.3138027]],SONC1Nc2c3c(NCl)c(Cl)c4c2N2Oc5ncnc(c5C3OCl)NC412,[[0.4359865]]
[[-7.6428304]],[[4.6987505]],CC1(OCl)c2c3ncnc2ON2c4c5c1c(NCl)c(Cl)c4C2(N3)C(NOS)N5,[[0.4918055]]
[[-7.9448786]],[[3.6047716]],CC(OCl)c1c(NCl)c(Cl)c2c3c1NC(NOS)C21Nc2cc(ncn2)ON31,[[0.48166844]]
[[-8.304478]],[[3.449885]],CC(OCl)c1c(NCl)c(Cl)c2c3c1N(C)C(NOS)C21Nc2cc(ncn2)ON31,[[0.5355573]]
[[-8.550293]],[[3.344016]],CC(OCl)c1c(NCl)c(Cl)c2c3c1N(C)C(N)(NOS)C21Nc2cc(ncn2)ON31,[[0.5953455]]
[[-6.6190014]],[[4.969759]],CCN1c2ccccc2Cc2c(OS)ncnc21,[[0.08906095]]
[[-9.108992]],[[4.547981]],N=CCN1c2ccccc2Cc2c(OS)ncnc21,[[0.10752305]]
[[-9.399794]],[[4.2667756]],N=CCN1c2cccc(F)c2Cc2c(OS)ncnc21,[[0.11735818]]
[[-6.5458784]],[[4.7907453]],Fc1cccc2c1C1N=CCN2c2ncnc(OS)c21,[[0.11890251]]
[[-6.4336605]],[[5.7581882]],Fc1c2ccc3c1C1N=CCN3c3ncnc(c31)OS2,[[0.14785716]]
[[-6.921995]],[[5.4086857]],CC=NC1c2c3ncnc2OSc2ccc(c1c2F)N3,[[0.16176042]]
[[-6.792376]],[[4.812207]],CC(F)=NC1c2c3ncnc2OSc2ccc(c1c2F)N3,[[0.16587879]]
[[-5.926221]],[[5.197388]],FC(CCl)=NC1c2c3ncnc2OSc2ccc(c1c2F)N3,[[0.18431504]]
[[-6.951471]],[[4.1857667]],CN1c2ccc3c(F)c2C(N=C(F)CCl)c2c(ncnc21)OS3,[[0.19025576]]
[[-7.185896]],[[3.9331086]],CN1c2ccc3c(F)c2C(F)(N=C(F)CCl)c2c(ncnc21)OS3,[[0.2070813]]
[[-7.206645]],[[4.559906]],Cc1cc2c(F)c3c1N(C)c1ncnc(c1C3(F)N=C(F)CCl)OS2,[[0.2506242]]
[[-7.3773866]],[[4.4997277]],Cc1cc2c(F)c(C(F)N=C(F)CCl)c1N(C)c1cc(ncn1)OS2,[[0.27903482]]
[[-9.422127]],[[3.5666068]],Cc1cc2c(F)c(C(F)N=C(F)CCl)c1N(C)c1cc(nc(S)n1)OS2,[[0.30906826]]
[[-10.03196]],[[3.241594]],Cc1cc2c(F)c(C(F)N=C(F)CCl)c1N(CF)c1cc(nc(S)n1)OS2,[[0.3410187]]
[[-9.137058]],[[4.073831]],FCN1c2cc(nc(S)n2)OSc2cc(C=S)c1c(C(F)N=C(F)CCl)c2F,[[0.4002905]]
[[-6.452544]],[[4.6097565]],FCN1c2cc(nc(S)n2)OSc2cc3c1c(c2F)C(F)N=C(F)C(Cl)C3=S,[[0.40883523]]
[[-5.0701237]],[[5.029789]],FCN1c2cc(nc(S)n2)OSc2cc3c1c(c2F)C(F)(F)N=C(F)C(Cl)C3=S,[[0.442453]]
[[-9.941182]],[[3.2491372]],NC(F)(F)c1c(F)c2cc(C(=S)C(Cl)CF)c1N(CF)c1cc(nc(S)n1)OS2,[[0.5175522]]
[[-9.51481]],[[3.9415443]],FCC(Cl)C(=S)c1cc2c(F)c(C(F)(F)NS)c1N(CF)c1cc(nc(S)n1)OS2,[[0.61277616]]
[[-6.566423]],[[5.2940826]],Fc1c2cc3c(c1C(F)(F)NS)N(c1cc(nc(S)n1)OS2)C(F)C(F)C(Cl)C3=S,[[0.6843744]]
[[-6.9251976]],[[5.370517]],Oc1ncnc2c1C1=CCN2c2ccccc21,[[0.09510425]]
[[-6.7832136]],[[5.3862414]],Oc1ncnc2c1C1=CCN2c2c(F)cccc21,[[0.10507879]]
[[-7.2325296]],[[5.374011]],Oc1ncnc2c1C1=CCN2c2c1ccc(F)c2F,[[0.11935955]]
[[-7.0652914]],[[5.4465017]],Oc1ncnc2c1C1=CC(F)N2c2c1ccc(F)c2F,[[0.13259335]]
[[-6.428586]],[[5.120294]],Fc1ccc2c(c1F)N1c3ncnc4c3C2=CC1(F)O4,[[0.13687374]]
[[-7.1036563]],[[4.523219]],OC1(F)C=C2c3cncnc3N1c1c2ccc(F)c1F,[[0.1464191]]
[[-6.968747]],[[4.6288834]],Nc1ncc2c(n1)N1c3c(ccc(F)c3F)C2=CC1(O)F,[[0.16365598]]
[[-9.9114685]],[[4.2559023]],Nc1ncc2c(n1)N1c3c(cc(Cl)c(F)c3F)C2=CC1(O)F,[[0.2038435]]
[[-8.328495]],[[5.0814743]],Nc1ncc2c(n1)N1c3c(cc(Cl)c(F)c3F)C2=CC1(F)OO,[[0.2296839]]
[[-8.593794]],[[5.206426]],Nc1nc(Cl)c2c(n1)N1c3c(cc(Cl)c(F)c3F)C2=CC1(F)OO,[[0.2622611]]
[[-8.896522]],[[4.9913263]],Nc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N)c3C2=CC1(F)OO,[[0.28880054]]
[[-8.997042]],[[5.0940123]],Nc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N)c3C2=C(F)C1(F)OO,[[0.32617566]]
[[-7.033361]],[[5.2687774]],Nc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N=S)c3C2=C(F)C1(F)OO,[[0.3345972]]
[[-10.771214]],[[5.175704]],Nc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N=S)c3C2=C(F)C1(F)OOS,[[0.4412249]]
[[-7.2627025]],[[4.338507]],C=Nc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N=S)c3C2=C(F)C1(F)OOS,[[0.37232235]]
[[-10.771214]],[[5.175704]],Nc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N=S)c3C2=C(F)C1(F)OOS,[[0.5447221]]
[[-7.6881094]],[[4.37889]],ONc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N=S)c3C2=C(F)C1(F)OOS,[[0.4735965]]
[[-8.022209]],[[4.2439127]],NONc1nc(Cl)c2c(n1)N1c3c(F)c(F)c(Cl)c(N=S)c3C2=C(F)C1(F)OOS,[[0.5271304]]
[[-8.045318]],[[4.3257737]],NONc1nc(Cl)c2c(n1)NC(F)(OOS)C(F)=C2c1cc(F)c(F)c(Cl)c1N=S,[[0.59261024]]
[[-8.969183]],[[3.6531465]],NONc1nc(Cl)c2c(n1)N(S)C(F)(OOS)C(F)=C2c1cc(F)c(F)c(Cl)c1N=S,[[0.6366209]]
[[-7.3811073]],[[5.06418]],CCN1c2ncnc(O)c2Cc2cccc(C)c21,[[0.09393679]]
[[-5.984815]],[[5.7229557]],Cc1cccc2c1N1CCOc3ncnc1c3C2,[[0.10485203]]
[[-6.495039]],[[5.5411835]],Cc1cccc2c1N1c3ncnc(c3C2)OCC1O,[[0.11712757]]
[[-6.960349]],[[5.3348293]],Cc1ccc(F)c2c1N1c3ncnc(c3C2)OCC1O,[[0.1301487]]
[[-7.1461916]],[[4.818033]],Cc1ccc(F)c2c(=O)c3c4ncnc3n(c12)C(O)CO4,[[0.13715984]]
[[-6.7266974]],[[5.3874283]],Cc1ccc(F)c2c(=O)c3c4ncnc3n(c12)C(=O)CO4,[[0.15970044]]
[[-7.127104]],[[4.4278398]],Cc1ccc(F)c2c(=O)c3c4ncnc3n(c12)C(=O)C(=S)O4,[[0.16088825]]
[[-8.968599]],[[4.0424533]],Cc1ccc(F)c2c(=O)c3c(OC(=S)C=O)ncnc3[nH]c12,[[0.18895708]]
[[-7.925023]],[[4.7769127]],O=CC(=S)Oc1ncnc2[nH]c3c4cc(c(F)c3c(=O)c12)C4,[[0.21702997]]
[[-8.125307]],[[4.6935086]],O=CC(=S)Oc1ncnc2[nH]c3c4cc(c(F)c3c(=O)c12)C4O,[[0.24130744]]
[[-6.9916487]],[[5.0235834]],O=CC(=S)Oc1ncnc2[nH]c3c4cc(c(F)c3c(=O)c12)C4OO,[[0.2625091]]
[[-7.4113617]],[[4.669492]],O=CC(=S)Oc1ncnc2c1Cc1c(F)c3cc(c1N2)C3OO,[[0.2856663]]
[[-8.65729]],[[4.1055107]],Nc1c2c(F)c3c(c1C2OO)Nc1ncnc(OC(=S)C=O)c1C3,[[0.31699905]]
[[-8.285607]],[[4.977941]],Nc1c2c(F)c3c(c1C2OO)N(S)c1ncnc(OC(=S)C=O)c1C3,[[0.38354242]]
[[-7.625021]],[[4.727808]],Nc1c2c(F)c3c(c1C2OO)N1Sc2nc(OC(=S)C=O)c(c1n2)C3,[[0.39940283]]
[[-8.167202]],[[4.391581]],O=CC(=S)Oc1nc2nc3c1Cc1c(F)c4c(NCl)c(c1N3S2)C4OO,[[0.43857267]]
[[-9.805422]],[[3.45526]],O=CC(=S)Oc1nc2nc3c1C(Cl)c1c(F)c4c(NCl)c(c1N3S2)C4OO,[[0.4746534]]
[[-8.578948]],[[4.2425547]],O=CC(=S)Oc1nc2nc3c1C(Cl)c1c(F)c4c(NCl)c(c1N3S2)C4(S)OO,[[0.54374087]]
[[-8.155469]],[[4.05507]],O=CC(=S)Oc1nc2nc3c1C(O)(Cl)c1c(F)c4c(NCl)c(c1N3S2)C4(S)OO,[[0.5759792]]
[[-7.623007]],[[4.3553305]],O=CC(=S)Oc1nc2nc3c1C(Cl)(OO)c1c(F)c4c(NCl)c(c1N3S2)C4(S)OO,[[0.6452778]]
[[-6.0879507]],[[5.73841]],Oc1nc2nc3c1Cc1ccccc1N3CC2,[[0.0950568]]
[[-6.2694397]],[[5.599953]],NC1CN2c3ccccc3Cc3c(O)nc1nc32,[[0.10489576]]
[[-6.405777]],[[5.537183]],N=NC1CN2c3ccccc3Cc3c(O)nc1nc32,[[0.11652061]]
[[-6.406784]],[[5.623016]],N=NC1CN2c3ccccc3C(O)c3c(O)nc1nc32,[[0.13079968]]
[[-7.0926795]],[[4.8770266]],N=NC1CN2c3ccccc3C(OF)c3c(O)nc1nc32,[[0.13776396]]
[[-7.512928]],[[4.6622314]],N=NC1(N)CN2c3ccccc3C(OF)c3c(O)nc1nc32,[[0.15253694]]
[[-6.5924006]],[[4.629632]],NC1(N=NF)CN2c3ccccc3C(OF)c3c(O)nc1nc32,[[0.16012882]]
[[-7.595655]],[[4.373537]],O=NC1(N=NF)CN2c3ccccc3C(OF)c3c(O)nc1nc32,[[0.18238792]]
[[-9.15593]],[[4.1133065]],Nc1ccc2c(c1)C(OF)c1c(O)nc3nc1N2CC3(N=O)N=NF,[[0.21398243]]
[[-8.008278]],[[4.147695]],Nc1ccc2c(c1)C(OF)c1c(O)nc3nc1N2C(S)C3(N=O)N=NF,[[0.22393668]]
[[-8.395903]],[[4.4889736]],O=NC1(N=NF)c2nc(O)c3c(n2)N(c2ccc(NF)cc2C3OF)C1S,[[0.2653987]]
[[-9.217938]],[[3.3950675]],O=NC1(N=NF)c2nc(O)c(COF)c(n2)N(c2ccc(NF)cc2)C1S,[[0.2687525]]
[[-9.597702]],[[4.084147]],Cc1cc(NF)ccc1N1c2nc(nc(O)c2COF)C(N=O)(N=NF)C1S,[[0.33280665]]
[[-8.476093]],[[3.812744]],Cc1cc(NF)cc(S)c1N1c2nc(nc(O)c2COF)C(N=O)(N=NF)C1S,[[0.33568898]]
[[-8.36321]],[[3.9874825]],Cc1cc(NF)c(C)c(S)c1N1c2nc(nc(O)c2COF)C(N=O)(N=NF)C1S,[[0.37911743]]
[[-7.9982843]],[[4.1419115]],Cc1cc(NF)c(C)c(S)c1N1c2nc3nc(c2COF)OC1(S)C3(N=O)N=NF,[[0.42081732]]
[[-7.5489335]],[[3.902422]],Cc1c(NF)cc(CN)c(N2c3nc4nc(c3COF)OC2(S)C4(N=O)N=NF)c1S,[[0.44089335]]
[[-8.226704]],[[3.474987]],Cc1c(S)c(N2c3nc4nc(c3COF)OC2(S)C4(N=O)N=NF)c(CN)c(O)c1NF,[[0.48136276]]
[[-7.495199]],[[3.2656672]],Cc1c(S)c(N2c3nc4nc(c3COF)OC2(S)C4(N=O)N=NF)c(CN)c(O)c1N(F)Cl,[[0.49476498]]
[[-8.907218]],[[3.0865095]],Cc1c(S)c2c(c(O)c1N(F)Cl)C(N)SC13Oc4nc(nc(c4COF)N21)C3(N=O)N=NF,[[0.5871061]]
[[-6.155308]],[[5.8382044]],c1ccc2c(c1)Cc1c3ncnc1N2CCO3,[[0.09651718]]
[[-5.691414]],[[5.811206]],S=C1COc2ncnc3c2Cc2ccccc2N13,[[0.10432481]]
[[-6.152684]],[[5.69592]],S=C1COc2ncnc3c2C(Cl)c2ccccc2N13,[[0.1171634]]
[[-8.181091]],[[4.582859]],OCC(=S)N1c2ccccc2C(Cl)c2cncnc21,[[0.12691489]]
[[-7.70858]],[[4.4156237]],Cc1cccc2c1N(C(=S)CO)c1ncncc1C2Cl,[[0.134544]]
[[-7.568418]],[[4.576674]],Cc1cccc2c1N(CCO)c1ncncc1C2Cl,[[0.15137604]]
[[-8.373927]],[[4.264247]],Cc1cccc2c1N(CCON)c1ncncc1C2Cl,[[0.16916099]]
[[-8.791212]],[[4.240898]],Cc1cccc2c1N(CCON)c1ncnc(Cl)c1C2Cl,[[0.19177209]]
[[-7.55678]],[[3.8542411]],Cc1cc(C)c2c(c1)C(Cl)c1c(Cl)ncnc1N2CCON,[[0.18862134]]
[[-7.730894]],[[4.115998]],Cc1cc(C)c2c(c1F)C(Cl)c1c(Cl)ncnc1N2CCON,[[0.21943353]]
